review_id,customer_id,branch_id,review,date_submitted
251,455,20,I opened a salary account with SBI located in my locality. I have been using it for 12 years. App sometimes crashes during peak hours. Customer service is responsive and polite. Zero balance feature is very helpful. Good response from the staff at the branch.,07-09-2024
252,326,4,I opened a salary account with SBI located just 2 minutes from home. I have been using it for 13 years. ATM availability is good. I rarely visit the branch due to online access. Charges SMS fees quarterly.,25-12-2023
253,240,1,I opened a salary account with SBI located just 2 minutes from home. I have been using it for 9 years. App sometimes crashes during peak hours. Bank charges seem a bit high sometimes. Had to maintain a minimum balance of Rs. 3000.,10-09-2024
254,60,1,I opened a salary account with SBI located in my locality. I have been using it for 15 years. Useful for EMI payments and online transfers. Sometimes face delays in cheque clearance. I receive SMS alerts for all transactions. No minimum balance required in this account. App sometimes crashes during peak hours.,28-02-2025
255,403,9,I opened a salary account with SBI located nearby. I have been using it for 12 years. Sometimes face delays in cheque clearance. Good response from the staff at the branch. Useful for EMI payments and online transfers.,01-04-2024
256,422,7,I opened a salary account with SBI located in my locality. I have been using it for 10 years. Useful for EMI payments and online transfers. I receive SMS alerts for all transactions. No minimum balance required in this account.,22-01-2025
257,405,16,I opened a savings account with SBI located nearby. I have been using it for 6 years. Customer service is responsive and polite. App sometimes crashes during peak hours. Had to maintain a minimum balance of Rs. 3000. No minimum balance required in this account. Mobile app is responsive and helpful. Debit card has an annual charge but acceptable.,05-05-2023
258,309,9,I opened a salary account with SBI located nearby. I have been using it for 3 years. Sometimes face delays in cheque clearance. Good response from the staff at the branch. Customer service is responsive and polite. App sometimes crashes during peak hours.,06-05-2024
259,128,11,I opened a savings account with SBI located close to my workplace. I have been using it for 4 years. Customer service is responsive and polite. Zero balance feature is very helpful. I rarely visit the branch due to online access. I receive SMS alerts for all transactions. App sometimes crashes during peak hours.,13-09-2024
260,374,19,I opened a savings account with SBI located in my locality. I have been using it for 8 years. Good response from the staff at the branch. Had to maintain a minimum balance of Rs. 3000. Useful for EMI payments and online transfers. Bank charges seem a bit high sometimes.,24-09-2024
261,17,9,I opened a salary account with SBI located close to my workplace. I have been using it for 10 years. Charges SMS fees quarterly. Debit card has an annual charge but acceptable. Useful for EMI payments and online transfers. Zero balance feature is very helpful. Had to maintain a minimum balance of Rs. 3000. Good response from the staff at the branch.,16-09-2024
262,64,15,I opened a savings account with SBI located just 2 minutes from home. I have been using it for 4 years. No minimum balance required in this account. Had to maintain a minimum balance of Rs. 3000. Have faced server issues occasionally. I receive SMS alerts for all transactions. Mobile app is responsive and helpful. Useful for EMI payments and online transfers.,10-07-2023
263,116,8,I opened a salary account with SBI located just 2 minutes from home. I have been using it for 2 years. I rarely visit the branch due to online access. Bank charges seem a bit high sometimes. App sometimes crashes during peak hours. Sometimes face delays in cheque clearance. Useful for EMI payments and online transfers.,05-07-2023
264,6,19,I opened a savings account with SBI located in my locality. I have been using it for 1 years. App sometimes crashes during peak hours. Customer service is responsive and polite. I rarely visit the branch due to online access. Mobile app is responsive and helpful. Had to maintain a minimum balance of Rs. 3000.,10-09-2024
265,164,19,I opened a savings account with SBI located just 2 minutes from home. I have been using it for 13 years. No minimum balance required in this account. App sometimes crashes during peak hours. Debit card has an annual charge but acceptable.,16-04-2024
266,213,8,I opened a savings account with SBI located in my locality. I have been using it for 6 years. I rarely visit the branch due to online access. Sometimes face delays in cheque clearance. Customer service is responsive and polite. Charges SMS fees quarterly.,02-01-2025
267,114,1,I opened a savings account with SBI located just 2 minutes from home. I have been using it for 1 years. Debit card has an annual charge but acceptable. Sometimes face delays in cheque clearance. App sometimes crashes during peak hours. ATM availability is good.,02-06-2024
268,233,18,I opened a salary account with SBI located close to my workplace. I have been using it for 10 years. Internet banking is smooth and easy to use. Charges SMS fees quarterly. App sometimes crashes during peak hours. Customer service is responsive and polite. Have faced server issues occasionally.,11-05-2023
269,125,9,I opened a salary account with SBI located in my locality. I have been using it for 7 years. I receive SMS alerts for all transactions. No minimum balance required in this account. Customer service is responsive and polite. Zero balance feature is very helpful.,20-02-2025
270,272,20,I opened a salary account with SBI located nearby. I have been using it for 5 years. Internet banking is smooth and easy to use. Useful for EMI payments and online transfers. Good response from the staff at the branch. Customer service is responsive and polite. ATM availability is good.,15-07-2023
271,36,16,I opened a salary account with SBI located just 2 minutes from home. I have been using it for 5 years. Good response from the staff at the branch. Had to maintain a minimum balance of Rs. 3000. I receive SMS alerts for all transactions. Bank charges seem a bit high sometimes. App sometimes crashes during peak hours.,13-01-2025
272,229,11,I opened a salary account with SBI located close to my workplace. I have been using it for 8 years. Internet banking is smooth and easy to use. Useful for EMI payments and online transfers. Good response from the staff at the branch. Sometimes face delays in cheque clearance. Have faced server issues occasionally. Had to maintain a minimum balance of Rs. 3000.,18-12-2024
273,95,7,I opened a salary account with SBI located close to my workplace. I have been using it for 7 years. Zero balance feature is very helpful. Charges SMS fees quarterly. Good response from the staff at the branch. Had to maintain a minimum balance of Rs. 3000. I receive SMS alerts for all transactions. Customer service is responsive and polite.,28-08-2023
274,70,6,I opened a salary account with SBI located in my locality. I have been using it for 1 years. ATM availability is good. Sometimes face delays in cheque clearance. Customer service is responsive and polite. I receive SMS alerts for all transactions. Have faced server issues occasionally.,21-01-2024
275,207,16,I opened a salary account with SBI located nearby. I have been using it for 10 years. Bank charges seem a bit high sometimes. Have faced server issues occasionally. Charges SMS fees quarterly. Zero balance feature is very helpful. I rarely visit the branch due to online access. Debit card has an annual charge but acceptable.,03-03-2025
276,285,19,I opened a savings account with SBI located nearby. I have been using it for 15 years. Have faced server issues occasionally. ATM availability is good. Charges SMS fees quarterly.,26-09-2024
277,79,8,I opened a salary account with SBI located nearby. I have been using it for 8 years. I rarely visit the branch due to online access. No minimum balance required in this account. Good response from the staff at the branch. Mobile app is responsive and helpful. Debit card has an annual charge but acceptable. Useful for EMI payments and online transfers.,08-12-2023
278,428,18,I opened a salary account with SBI located close to my workplace. I have been using it for 3 years. I rarely visit the branch due to online access. ATM availability is good. Customer service is responsive and polite.,04-03-2024
279,293,20,I opened a salary account with SBI located just 2 minutes from home. I have been using it for 5 years. I rarely visit the branch due to online access. ATM availability is good. Had to maintain a minimum balance of Rs. 3000. No minimum balance required in this account. App sometimes crashes during peak hours. Customer service is responsive and polite.,14-02-2025
280,106,7,I opened a salary account with SBI located nearby. I have been using it for 7 years. Good response from the staff at the branch. Charges SMS fees quarterly. Sometimes face delays in cheque clearance. Had to maintain a minimum balance of Rs. 3000. I rarely visit the branch due to online access. I receive SMS alerts for all transactions.,21-01-2025
281,424,19,I opened a salary account with SBI located close to my workplace. I have been using it for 15 years. Sometimes face delays in cheque clearance. Bank charges seem a bit high sometimes. I rarely visit the branch due to online access.,08-12-2024
282,301,19,I opened a salary account with SBI located just 2 minutes from home. I have been using it for 9 years. Good response from the staff at the branch. I receive SMS alerts for all transactions. Mobile app is responsive and helpful. Useful for EMI payments and online transfers. Bank charges seem a bit high sometimes. ATM availability is good.,20-05-2024
283,116,11,I opened a salary account with SBI located just 2 minutes from home. I have been using it for 12 years. App sometimes crashes during peak hours. Good response from the staff at the branch. Have faced server issues occasionally.,06-02-2025
284,394,18,I opened a savings account with SBI located close to my workplace. I have been using it for 6 years. Bank charges seem a bit high sometimes. I rarely visit the branch due to online access. Good response from the staff at the branch. Zero balance feature is very helpful.,20-01-2025
285,10,15,I opened a savings account with SBI located close to my workplace. I have been using it for 15 years. I rarely visit the branch due to online access. Have faced server issues occasionally. Mobile app is responsive and helpful.,05-05-2023
286,332,12,I opened a salary account with SBI located in my locality. I have been using it for 15 years. Charges SMS fees quarterly. Sometimes face delays in cheque clearance. Customer service is responsive and polite. I rarely visit the branch due to online access.,08-01-2024
287,219,4,I opened a savings account with SBI located just 2 minutes from home. I have been using it for 13 years. Customer service is responsive and polite. Internet banking is smooth and easy to use. Mobile app is responsive and helpful. Had to maintain a minimum balance of Rs. 3000. Sometimes face delays in cheque clearance.,02-01-2025
288,311,4,I opened a savings account with SBI located in my locality. I have been using it for 11 years. Had to maintain a minimum balance of Rs. 3000. No minimum balance required in this account. Bank charges seem a bit high sometimes. Have faced server issues occasionally.,11-02-2025
289,318,14,I opened a salary account with SBI located in my locality. I have been using it for 14 years. Useful for EMI payments and online transfers. I receive SMS alerts for all transactions. No minimum balance required in this account. Charges SMS fees quarterly. Customer service is responsive and polite.,11-06-2023
290,446,12,I opened a savings account with SBI located nearby. I have been using it for 15 years. Customer service is responsive and polite. Debit card has an annual charge but acceptable. No minimum balance required in this account. Bank charges seem a bit high sometimes. I rarely visit the branch due to online access.,09-11-2024
291,281,7,I opened a savings account with SBI located in my locality. I have been using it for 10 years. Useful for EMI payments and online transfers. Debit card has an annual charge but acceptable. No minimum balance required in this account. Customer service is responsive and polite. Have faced server issues occasionally.,03-09-2024
292,140,2,I opened a salary account with SBI located just 2 minutes from home. I have been using it for 15 years. ATM availability is good. No minimum balance required in this account. Have faced server issues occasionally. Charges SMS fees quarterly.,28-08-2023
293,419,9,I opened a savings account with SBI located close to my workplace. I have been using it for 14 years. ATM availability is good. I receive SMS alerts for all transactions. Debit card has an annual charge but acceptable. Zero balance feature is very helpful. Good response from the staff at the branch.,11-04-2023
294,342,4,I opened a salary account with SBI located nearby. I have been using it for 7 years. Debit card has an annual charge but acceptable. Sometimes face delays in cheque clearance. Internet banking is smooth and easy to use. Zero balance feature is very helpful. No minimum balance required in this account. ATM availability is good.,22-08-2024
295,374,3,I opened a savings account with SBI located nearby. I have been using it for 7 years. Have faced server issues occasionally. I rarely visit the branch due to online access. Had to maintain a minimum balance of Rs. 3000. Debit card has an annual charge but acceptable. Internet banking is smooth and easy to use. I receive SMS alerts for all transactions.,01-06-2023
296,434,18,I opened a savings account with SBI located just 2 minutes from home. I have been using it for 5 years. Charges SMS fees quarterly. App sometimes crashes during peak hours. I receive SMS alerts for all transactions. Have faced server issues occasionally.,31-10-2023
297,419,15,I opened a savings account with SBI located just 2 minutes from home. I have been using it for 2 years. Bank charges seem a bit high sometimes. Customer service is responsive and polite. Internet banking is smooth and easy to use.,16-02-2025
298,476,17,I opened a salary account with SBI located just 2 minutes from home. I have been using it for 12 years. I rarely visit the branch due to online access. App sometimes crashes during peak hours. Mobile app is responsive and helpful. I receive SMS alerts for all transactions. Have faced server issues occasionally.,07-07-2024
299,349,4,I opened a salary account with SBI located just 2 minutes from home. I have been using it for 13 years. Sometimes face delays in cheque clearance. Had to maintain a minimum balance of Rs. 3000. Charges SMS fees quarterly. I receive SMS alerts for all transactions. ATM availability is good.,06-05-2023
300,363,17,I opened a salary account with SBI located nearby. I have been using it for 2 years. Charges SMS fees quarterly. Bank charges seem a bit high sometimes. Zero balance feature is very helpful. ATM availability is good. Have faced server issues occasionally. Debit card has an annual charge but acceptable.,08-01-2024
